name,x,y,sky_centroid.ra,sky_centroid.dec,m,me,t
jws_1322,4945.791798,496.0208351,266.3999047,-28.98403861,15.10099055,0.004318316,2022.71678
jws_1323,836.7146782,484.1494299,266.397988,-29.05582097,13.08215008,0.001583034,2022.71678
jws_1324,2923.469783,483.3215563,266.3988247,-29.01936454,15.72396931,0.002932142,2022.71678
jws_1325,3568.306788,486.8509091,266.3991588,-29.00810034,15.77387776,0.00300202,2022.71678
jws_1326,420.3316813,485.50825,266.3978448,-29.06309577,12.77355538,0.001612876,2022.71678
jws_1327,3358.213154,485.255562,266.3990411,-29.01177016,15.51740174,0.002806643,2022.71678
jws_1328,2949.465792,484.60978,266.3988611,-29.01891084,14.49459992,0.001825962,2022.71678
jws_1329,3097.397054,484.8635717,266.3989266,-29.01632654,16.17700994,0.003804567,2022.71678
jws_1330,4185.452939,484.5845831,266.3993657,-28.99731783,14.21930353,0.001672461,2022.71678
jws_1331,4769.62224,485.7254179,266.3996272,-28.98711266,14.0063103,0.002944697,2022.71678
jws_1332,3072.318532,485.4939437,266.398929,-29.01676489,16.71390484,0.005073762,2022.71678
jws_1333,4233.223314,487.6532039,266.3994465,-28.99648437,14.7125761,0.003065816,2022.71678
jws_1334,4698.282617,486.1193239,266.3996059,-28.98835912,14.34484074,0.00161542,2022.71678
jws_1335,1741.211142,486.4658384,266.3984042,-29.04002002,14.05601892,0.00156074,2022.71678
jws_1336,3196.250064,486.6057445,266.3990019,-29.01460017,15.57073958,0.002895307,2022.71678
jws_1337,3729.459086,488.6383489,266.3992604,-29.00528561,16.3819957,0.003536095,2022.71678
jws_1338,4328.576157,486.6710153,266.3994659,-28.99481818,14.98840898,0.002063099,2022.71678
jws_1339,4885.450316,486.8503962,266.3996969,-28.98508951,13.9710704,0.002535614,2022.71678
jws_1340,1885.597091,493.4856438,266.3986035,-29.03750007,16.48317943,0.007467511,2022.71678
jws_1341,3413.540026,486.8817565,266.3990962,-29.01080416,15.14021847,0.002272222,2022.71678
jws_1342,4849.618587,488.3253026,266.3997118,-28.98571603,15.45123527,0.002421248,2022.71678
jws_1343,898.8356157,488.0864598,266.3980921,-29.05473711,14.18580214,0.001635812,2022.71678
jws_1344,3020.466418,489.6212474,266.3989903,-29.01767224,15.36116355,0.002817164,2022.71678
jws_1345,4875.791284,490.0430693,266.3997568,-28.9852594,16.93592192,0.00762528,2022.71678
jws_1346,2891.954597,492.3506473,266.3989923,-29.01991835,14.45600643,0.002127834,2022.71678
